[2018-12-31 18:08:05,647] INFO [1][Logger:0] - HikariPool-1 - Starting...
[2018-12-31 18:36:22,786] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,843] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,870] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,899] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,923] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,948] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:22,981] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,010] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,034] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,059] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,081] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,107] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,138] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,163] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,192] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,223] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,249] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,272] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,299] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,327] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,353] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,378] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,405] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,432] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,460] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,494] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,519] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,543] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,571] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,599] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,629] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,656] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,680] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,708] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,734] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,761] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,793] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,827] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,850] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,876] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,903] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,927] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,957] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:23,982] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,007] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,036] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,068] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,096] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,125] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,149] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,176] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,204] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,227] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,259] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,285] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,310] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,336] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,365] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,392] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,418] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,446] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,474] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,500] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,527] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,553] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,580] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,603] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,629] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,662] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,691] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,715] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,745] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,770] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,792] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,818] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,849] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,875] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,907] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,936] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,958] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:24,982] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,008] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,032] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,065] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,093] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,119] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,145] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,168] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,195] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,250] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,263] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,291] ERROR [11][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,315] ERROR [14][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,341] ERROR [10][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,365] ERROR [8][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,394] ERROR [13][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,425] ERROR [9][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
[2018-12-31 18:36:25,450] ERROR [12][Logger:0] - HikariPool-1 - Error thrown while acquiring connection from data source,未能加载文件或程序集“System.Security.Permissions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51”或它的某一个依赖项。系统找不到指定的文件。
